molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"Molecule  2737",1,0,0,0,0,9,1,-2,378.421,12.415,585.546,313.835,199.772,71.939,0.000,1127.375,2.000,9.100,0.1367235,0.0219784,0.8946423,33.872,11.192,20.874,12.884,1.295,-2.477,-3.222,-3.580,126.316,-1.643,52.861,-4.084,9.569,0.327,9,-0.342,2,72.141,0.000,0.000,132.392,7,0,13,0,5,6,27,1,0.104
"Molecule  2738",0,0,0,0,0,10,2,-2,574.710,12.500,810.465,557.812,235.669,16.984,0.000,1640.011,3.000,12.850,0.0952668,0.0274618,0.8298419,53.220,15.697,30.604,18.233,2.444,-4.760,-5.826,-4.366,57.683,-2.321,22.657,-4.843,9.532,0.707,7,0.154,2,59.816,0.000,0.000,172.128,9,1,17,0,17,13,41,1,0.000
"Molecule  2739",0,0,0,0,0,10,2,-2,560.726,6.601,795.672,571.943,212.663,11.066,0.000,1637.497,3.000,10.850,0.0266084,0.0236187,0.8444062,53.063,15.410,28.472,16.031,3.383,-5.142,-6.264,-4.102,95.327,-2.028,38.995,-4.440,9.573,0.097,7,0.515,2,69.221,0.000,0.000,145.588,8,1,17,0,17,14,40,1,0.000
"Molecule  2740",0,0,0,0,0,9,1,-2,518.689,8.385,769.806,546.361,204.689,18.756,0.000,1543.539,5.000,10.600,0.0455483,0.0307900,0.8390644,50.019,15.098,30.371,18.870,2.675,-4.859,-5.374,-4.226,113.457,-1.917,47.069,-4.362,9.743,0.169,8,0.293,2,66.425,0.000,0.000,134.184,7,1,17,0,17,14,37,1,0.000
"Molecule  2741",1,0,0,0,0,10,0,-2,534.689,3.106,761.694,511.939,237.933,11.821,0.000,1549.604,4.000,11.600,0.0062237,0.0304584,0.8502206,49.553,15.074,28.928,18.329,2.274,-4.388,-5.465,-4.012,54.901,-2.234,21.477,-4.903,9.899,0.256,9,0.171,2,58.438,0.000,0.000,161.149,8,1,17,0,17,13,38,1,0.000
"Molecule  2742",0,0,0,0,0,9,0,-2,516.673,9.795,748.672,535.891,186.718,26.063,0.000,1504.788,4.000,9.950,0.0637517,0.0265804,0.8482492,48.538,14.443,28.241,16.642,2.984,-4.780,-5.857,-4.112,167.979,-1.709,71.935,-4.005,9.458,0.227,8,0.356,2,71.289,0.000,0.000,127.179,7,1,17,0,17,11,37,1,0.001
"Molecule  2743",0,0,0,0,0,3,1,-2,498.658,4.634,708.820,500.870,179.214,28.736,0.000,1451.256,2.000,9.200,0.0147959,0.0183555,0.8745643,50.273,13.471,25.115,14.169,3.290,-5.375,-5.736,-3.699,197.886,-1.179,85.873,-4.433,9.566,0.279,8,0.669,3,87.313,0.000,0.000,117.530,6,0,22,0,17,14,36,1,0.000
"Molecule  2744",0,0,0,0,0,4,1,1,307.348,2.235,570.101,226.306,10.239,333.556,0.000,983.526,0.000,3.250,0.0050801,0.0000000,0.8389524,33.824,9.735,12.404,5.749,4.449,-4.668,-5.167,-5.729,7921.492,0.225,4632.911,-0.149,8.695,0.711,3,0.434,3,100.000,0.000,0.000,38.082,4,0,19,0,19,1,23,0,4.686
"Molecule  2745",1,0,0,0,0,3,1,-1,362.422,7.420,526.755,343.453,152.126,31.176,0.000,1008.713,2.000,10.100,0.0545859,0.0271161,0.9234242,32.586,9.653,19.772,14.449,0.544,-2.330,-2.872,-2.920,357.508,-0.807,162.744,-3.925,10.607,0.188,2,-0.476,3,75.830,0.000,0.000,107.460,6,0,19,0,19,14,26,0,0.201
"Molecule  2746",1,0,0,0,0,2,1,-1,348.395,4.910,511.442,315.029,166.585,29.828,0.000,969.840,2.000,10.400,0.0248592,0.0287575,0.9264784,31.660,9.417,19.297,15.018,0.115,-2.209,-2.583,-2.864,260.719,-0.851,115.692,-4.293,10.610,0.778,6,-0.555,3,70.866,0.000,0.000,115.826,6,0,16,0,16,10,25,0,0.110
"Molecule  2747",2,0,0,0,0,3,3,-2,408.404,10.646,512.882,314.472,198.410,0.000,0.000,1017.518,1.000,11.200,0.1113840,0.0218374,0.9539129,32.641,9.792,19.977,14.138,-0.225,-1.365,-3.379,-2.278,130.131,-1.071,54.588,-4.888,10.995,-0.054,3,-0.789,2,63.469,0.000,0.000,151.439,9,0,19,0,19,12,29,0,0.228
"Molecule  2748",0,0,0,0,0,8,2,-2,496.553,7.880,662.500,432.923,202.954,26.623,0.000,1329.867,5.000,12.350,0.0466952,0.0416837,0.8827770,42.185,13.293,28.698,20.598,0.933,-3.161,-4.456,-3.556,117.839,-1.655,49.037,-4.398,9.881,-0.458,7,-0.281,2,69.479,0.000,0.000,160.685,10,0,19,0,19,14,35,1,0.014
"Molecule  2749",0,0,0,0,0,7,2,-2,494.538,7.929,653.222,433.772,198.134,21.316,0.000,1321.124,4.000,12.650,0.0475884,0.0387311,0.8913876,42.426,12.931,27.531,19.558,0.926,-3.098,-4.436,-3.391,130.916,-1.521,54.945,-4.424,10.242,0.293,6,-0.287,3,70.256,0.000,0.000,164.267,10,0,19,0,19,13,35,0,0.015
"Molecule  2750",0,0,0,0,0,13,3,-2,494.494,6.622,767.604,252.364,234.503,280.736,0.000,1415.651,6.000,16.350,0.0309716,0.0521743,0.7943260,44.834,16.428,33.088,27.096,-0.211,-2.892,-3.288,-6.199,59.171,-2.698,23.289,-3.604,9.454,0.560,6,-1.044,2,31.511,0.000,0.000,166.374,11,2,21,0,21,11,35,0,0.158
"Molecule  2751",17,0,0,1,0,21,4,-2,1059.250,5.297,1336.118,898.703,430.162,7.253,0.000,2816.521,11.000,33.300,0.0099611,0.0826601,0.7218754,93.148,30.003,66.596,50.188,-0.632,-4.527,-6.580,-4.259,0.209,-6.206,0.066,-7.406,9.423,-0.775,13,-1.613,1,0.000,0.000,0.000,325.077,21,3,46,0,46,40,74,2,0.000
"Molecule  2752",0,0,0,0,0,3,4,-2,488.533,10.205,610.746,297.001,190.812,122.932,0.000,1257.649,2.000,12.950,0.0828064,0.0299864,0.9225938,43.425,12.689,25.953,18.346,0.747,-2.716,-4.361,-3.371,153.612,-1.112,65.309,-4.315,9.493,-0.289,6,-0.391,3,70.453,0.000,0.000,144.701,9,0,25,3,22,14,35,0,0.045
"Molecule  2753",0,0,0,0,0,9,3,-2,390.386,1.545,638.790,371.404,233.547,33.839,0.000,1140.340,5.000,15.600,0.0020923,0.0546074,0.8263481,34.027,11.824,26.823,23.779,-1.516,-2.139,-1.477,-4.503,60.419,-2.259,23.820,-4.840,10.165,0.287,6,-1.182,2,49.946,0.000,0.000,158.006,10,0,15,0,15,11,27,0,0.041
"Molecule  2754",1,0,0,0,0,9,2,-1,414.584,2.376,686.676,614.086,46.547,26.042,0.000,1373.716,0.000,8.000,0.0041097,0.0000000,0.8703179,43.292,11.414,18.047,7.760,4.070,-3.576,-4.332,-3.755,3585.035,-0.389,1966.490,-1.422,9.753,0.176,12,0.084,1,100.000,0.000,0.000,72.752,4,0,6,0,6,3,30,1,4.172
"Molecule  2755",2,0,0,0,0,11,1,-2,524.564,4.280,728.156,336.918,277.361,113.877,0.000,1407.151,7.000,16.850,0.0130195,0.0612244,0.8340038,44.185,15.576,34.525,28.556,-0.900,-2.711,-3.373,-4.761,23.211,-2.758,8.469,-5.174,9.606,0.538,10,-0.909,1,7.242,0.000,0.000,182.652,11,3,25,0,25,18,37,1,0.007
"Molecule  2756",9,0,0,0,0,14,2,-2,596.541,8.271,847.263,261.765,430.726,154.772,0.000,1600.428,8.000,20.050,0.0427459,0.0669331,0.7809759,50.384,19.134,40.837,34.118,-2.258,-2.973,-4.027,-5.814,0.815,-4.988,0.227,-7.568,9.032,0.332,11,-1.269,1,0.000,0.000,0.000,249.465,15,3,28,0,28,12,42,2,0.000
"Molecule  2757",8,0,0,0,0,14,2,-2,610.568,6.922,881.651,345.429,385.862,150.360,0.000,1659.766,7.000,20.050,0.0288694,0.0601682,0.7689528,52.716,19.191,39.737,32.401,-1.566,-3.350,-4.330,-5.988,2.172,-4.631,0.654,-6.757,9.168,0.768,11,-1.205,1,0.000,0.000,0.000,240.055,15,3,28,0,28,12,43,2,0.000
"Molecule  2758",0,0,0,0,0,3,1,-1,390.475,6.306,589.248,477.724,77.781,33.743,0.000,1134.998,1.000,8.900,0.0350401,0.0151040,0.8930257,37.665,9.897,18.778,11.465,2.237,-3.343,-3.962,-3.424,1812.589,-0.268,940.895,-2.546,9.520,0.157,6,-0.125,3,100.000,0.000,0.000,78.983,6,0,17,0,17,10,28,0,0.504
"Molecule  2759",0,0,0,0,0,5,1,-1,410.506,3.804,597.022,464.372,108.492,24.158,0.000,1159.946,3.000,10.300,0.0124783,0.0298819,0.8942657,37.287,10.722,22.085,15.494,1.581,-3.158,-3.638,-3.358,926.976,-0.642,455.780,-2.954,9.922,0.521,4,-0.240,3,89.306,0.000,0.000,94.042,7,0,17,0,17,13,29,0,0.358
"Molecule  2760",1,0,0,0,0,1,2,-1,374.390,6.779,496.106,232.752,124.434,138.920,0.000,969.643,1.000,9.250,0.0473975,0.0186452,0.9549886,33.336,9.845,18.195,13.060,0.945,-2.074,-3.495,-2.923,654.471,-0.406,312.859,-3.227,9.668,-0.183,4,-0.460,3,82.878,0.000,0.000,107.005,7,0,22,3,19,12,27,0,1.868
"Molecule  2761",2,0,0,0,0,13,0,-2,418.529,1.938,731.727,617.438,0.000,114.290,0.000,1364.205,0.000,6.400,0.0027528,0.0000000,0.8129593,41.186,11.702,15.961,5.694,3.797,-6.519,-6.519,-5.104,9906.038,-1.498,5899.293,0.131,8.622,-0.244,8,0.314,1,100.000,0.000,0.000,45.889,6,0,12,0,12,0,30,2,0.172
"Molecule  2762",1,0,0,0,0,3,2,-1,422.517,3.787,636.633,489.722,146.911,0.000,0.000,1225.047,1.000,10.400,0.0117090,0.0163360,0.8697172,40.946,10.882,20.664,13.297,1.631,-3.579,-3.732,-3.640,400.630,-0.912,184.061,-3.939,10.782,-0.215,2,-0.211,3,83.077,0.000,0.000,110.896,7,0,17,0,17,14,30,0,0.013
"Molecule  2763",4,0,0,0,0,13,2,-2,594.568,5.092,801.940,335.551,306.368,160.021,0.000,1581.256,6.000,19.300,0.0163951,0.0589510,0.8185116,50.309,17.442,36.745,29.752,-0.905,-2.675,-4.363,-5.232,12.320,-3.269,4.271,-5.354,9.196,0.651,10,-1.058,1,2.290,0.000,0.000,214.724,14,3,28,0,28,12,42,2,0.006
"Molecule  2764",2,0,0,1,0,15,1,-2,389.392,9.048,539.254,165.662,306.816,40.880,25.897,986.547,6.000,15.700,0.0829774,0.0713151,0.8887579,24.087,11.525,26.425,24.334,-2.012,-0.605,-1.283,-1.719,3.090,-2.867,1.689,-5.590,9.510,1.091,7,-1.531,1,0.000,0.000,0.000,184.557,11,2,6,0,6,5,24,2,0.248
"Molecule  2765",0,1,0,0,0,5,0,1,324.422,1.713,592.730,334.020,48.186,210.523,0.000,1056.919,1.000,5.450,0.0027772,0.0091947,0.8465824,34.944,10.091,15.407,8.635,3.439,-3.326,-3.218,-5.745,862.679,0.212,466.542,-3.249,8.861,1.079,4,0.230,3,100.000,0.000,0.000,42.688,4,0,18,0,18,7,24,0,0.152
"Molecule  2766",1,0,0,0,0,11,1,-2,275.258,5.451,501.269,227.197,248.643,25.428,0.000,849.525,5.000,13.400,0.0349720,0.0597749,0.8653893,21.024,9.162,21.583,20.885,-2.227,-1.876,-1.380,-3.831,43.453,-2.313,16.680,-4.956,10.039,0.199,6,-1.298,2,43.221,0.000,0.000,143.955,8,0,6,0,6,5,19,0,0.040
"Molecule  2767",7,0,0,0,0,12,3,-2,692.799,9.693,985.674,561.592,322.814,101.267,0.000,1933.751,7.000,20.250,0.0485833,0.0543552,0.7615508,64.497,20.895,43.989,32.527,0.245,-4.961,-5.326,-5.873,8.603,-3.871,2.897,-5.960,9.541,0.480,10,-0.631,1,6.235,0.000,0.000,214.499,13,3,35,0,35,25,49,2,0.000
"Molecule  2768",0,0,0,0,0,6,0,-2,360.449,9.447,617.109,441.483,148.028,27.599,0.000,1137.853,1.000,6.500,0.0784299,0.0105330,0.8541369,35.794,10.276,17.528,8.942,2.728,-4.182,-4.155,-4.024,390.980,-1.151,179.274,-3.574,10.108,0.717,6,0.200,3,89.314,0.000,0.000,109.490,5,0,11,0,11,7,26,0,0.006
"Molecule  2769",0,0,0,0,0,1,4,-1,470.518,8.818,620.165,313.778,174.788,131.599,0.000,1242.452,1.000,12.200,0.0625856,0.0196722,0.9012480,44.184,12.221,24.005,16.557,0.977,-2.983,-4.078,-3.758,217.966,-0.931,95.329,-4.181,9.678,0.384,4,-0.412,3,74.516,0.000,0.000,129.570,8,0,25,3,17,12,34,0,0.032
"Molecule  2770",3,0,0,0,0,5,0,-2,164.158,5.659,337.004,128.355,208.650,0.000,0.000,530.865,5.000,8.500,0.0603242,0.0563986,0.9408472,11.881,6.042,16.174,16.542,-1.823,-0.968,-0.399,-2.489,104.058,-1.309,42.869,-4.885,10.821,-2.255,5,-0.804,2,52.378,0.000,0.000,106.077,5,0,6,0,6,6,11,0,0.230
"Molecule  2771",0,0,0,0,0,5,1,-2,360.320,7.182,598.724,200.013,207.101,191.610,0.000,1055.753,2.000,6.750,0.0488530,0.0159438,0.8374899,34.717,11.275,18.841,12.347,1.794,-4.005,-4.661,-5.075,107.637,-1.706,44.465,-4.181,8.853,0.473,6,-0.013,3,73.818,0.000,0.000,133.228,8,0,16,0,16,2,26,0,0.002
"Molecule  2772",0,0,0,0,0,6,0,-2,334.282,6.056,535.573,113.892,254.559,167.121,0.000,938.298,4.000,7.200,0.0390818,0.0268871,0.8654467,29.140,10.848,20.128,15.503,0.337,-2.701,-3.895,-4.506,38.187,-2.064,14.507,-5.046,8.955,0.737,7,-0.412,2,57.233,0.000,0.000,145.596,8,0,16,0,16,2,24,1,0.006
"Molecule  2773",2,0,0,0,0,12,2,-2,370.353,4.713,566.083,364.615,201.468,0.000,0.000,1037.189,6.000,18.700,0.0214162,0.0809166,0.8753680,27.649,10.724,27.806,27.011,-2.649,-0.878,-0.135,-3.549,121.725,-1.913,50.787,-4.080,10.794,-0.809,6,-1.481,2,22.840,0.000,0.000,155.199,11,2,12,0,12,10,25,0,4.072
"Molecule  2774",0,0,0,0,0,8,0,-2,474.723,6.095,752.503,610.349,127.172,14.981,0.000,1498.566,3.000,6.150,0.0247885,0.0141556,0.8416035,48.825,13.682,23.990,11.184,4.942,-6.165,-6.346,-4.166,616.494,-1.116,293.284,-3.042,9.559,-0.737,6,1.043,3,100.000,0.000,0.000,76.680,4,0,17,0,17,14,34,1,0.000
"Molecule  2775",2,0,0,0,0,8,1,-2,150.131,2.986,329.023,123.217,205.806,0.000,0.000,508.468,3.000,7.800,0.0175362,0.0410609,0.9363706,9.058,5.275,11.190,12.223,-1.689,0.035,-0.234,-2.562,110.725,-1.484,45.845,-4.544,10.917,0.029,4,-1.105,2,53.645,0.000,0.000,106.333,5,0,0,0,0,0,10,0,4.642
"Molecule  2776",5,0,0,0,0,4,1,-1,150.131,5.019,305.859,122.990,182.870,0.000,0.000,477.427,4.000,8.500,0.0527693,0.0555811,0.9658610,10.384,5.344,14.037,15.047,-1.729,-0.861,-0.309,-2.084,182.704,-0.984,78.775,-4.506,10.896,-2.025,3,-0.768,2,57.301,0.000,0.000,95.951,5,0,6,0,6,5,10,0,0.645
"Molecule  2777",0,0,0,0,0,12,1,-2,420.415,6.728,622.517,194.904,232.423,195.190,0.000,1185.513,5.000,10.800,0.0381837,0.0387934,0.8701978,35.449,13.421,25.559,19.440,0.611,-2.275,-4.126,-4.563,61.921,-2.206,24.461,-3.963,8.993,0.257,8,-0.580,2,49.636,0.000,0.000,159.245,9,1,18,0,18,5,30,1,0.243
"Molecule  2778",4,1,0,2,0,4,0,-2,133.104,2.891,299.057,58.325,240.732,0.000,0.000,444.923,3.000,4.000,0.0187867,0.0231668,0.9424706,9.083,4.883,9.483,9.528,-3.884,-0.650,0.345,0.426,0.826,-1.086,0.412,-7.635,9.828,-0.345,4,-1.202,1,2.720,0.000,0.000,118.643,5,0,0,0,0,0,9,1,0.006
"Molecule  2779",3,0,0,0,0,4,1,-1,164.158,4.431,342.753,172.667,170.086,0.000,0.000,538.584,4.000,8.500,0.0364560,0.0495984,0.9340129,12.832,5.552,14.556,15.049,-1.507,-0.962,-0.369,-2.600,241.534,-0.977,106.518,-4.270,10.859,-2.126,3,-0.850,2,60.771,0.000,0.000,93.423,5,0,6,0,6,5,11,0,0.962
"Molecule  2780",6,0,0,0,0,12,2,-2,342.299,0.946,543.461,221.659,321.801,0.000,0.000,961.128,8.000,18.700,0.0009320,0.0973237,0.8666646,24.605,11.277,29.913,30.705,-3.851,-1.287,0.117,-3.690,8.795,-3.016,2.967,-6.298,10.771,-1.771,7,-1.360,1,0.000,0.000,0.000,190.403,11,2,12,0,12,10,23,2,0.009
"Molecule  2781",4,0,0,0,0,6,0,-2,180.157,1.720,342.274,110.396,231.878,0.000,0.000,544.697,6.000,10.200,0.0054336,0.0729964,0.9423826,11.792,6.598,17.847,19.631,-2.285,-1.273,-0.306,-2.464,62.661,-1.539,24.777,-5.217,10.954,-2.152,6,-0.726,2,32.772,0.000,0.000,120.268,6,1,6,0,6,6,12,0,0.058
"Molecule  2782",3,0,0,0,0,9,1,-2,450.398,8.375,678.847,148.179,334.165,196.502,0.000,1231.438,6.000,13.250,0.0569559,0.0478101,0.8184680,39.226,14.767,30.342,24.816,-0.885,-3.048,-3.889,-5.406,6.714,-3.305,2.216,-6.122,9.060,0.478,9,-0.769,2,10.649,0.000,0.000,193.050,11,2,22,0,22,7,32,2,0.000
"Molecule  2783",0,0,0,0,0,5,1,-2,346.293,6.355,574.886,106.830,264.576,203.481,0.000,999.131,3.000,6.750,0.0404269,0.0203368,0.8407454,32.564,11.451,19.727,14.226,0.936,-3.591,-4.336,-5.079,30.685,-2.233,11.453,-5.199,9.205,0.675,6,-0.172,2,59.038,0.000,0.000,151.788,8,0,16,0,16,2,25,0,0.001
"Molecule  2784",0,1,0,2,0,7,0,-2,271.700,6.954,484.881,79.683,197.939,135.808,71.452,819.511,4.000,5.000,0.0590147,0.0206236,0.8734393,23.445,9.604,17.205,12.420,-0.386,-1.860,-1.914,-1.339,2.103,-1.014,2.786,-6.080,8.756,0.298,5,-0.805,1,30.464,0.000,0.000,109.340,5,0,6,0,6,0,18,1,0.003
"Molecule  2785",0,1,0,2,0,7,0,-2,276.291,4.941,500.230,59.998,234.705,205.527,0.000,863.355,5.000,5.000,0.0282802,0.0223504,0.8765739,25.866,10.531,19.044,14.621,-0.769,-1.610,-2.075,-1.620,0.943,-1.496,0.475,-6.512,8.415,0.142,5,-0.787,1,21.984,0.000,0.000,125.585,6,0,9,0,9,0,20,1,0.002
"Molecule  2786",0,1,0,2,0,7,0,-2,276.291,7.993,497.890,77.108,221.174,199.607,0.000,857.032,5.000,5.000,0.0745480,0.0224554,0.8763881,25.556,10.331,19.491,14.483,-0.719,-1.576,-2.075,-1.595,1.266,-1.380,0.654,-6.283,8.471,0.183,5,-0.801,1,24.574,0.000,0.000,122.545,6,0,9,0,9,0,20,1,0.004
"Molecule  2787",0,0,0,1,0,6,0,-2,353.334,7.668,599.136,41.033,236.332,321.771,0.000,1054.161,2.250,4.750,0.0557747,0.0118921,0.8360729,35.254,12.437,18.725,11.608,2.969,-4.412,-5.304,-3.912,14.400,-2.052,6.430,-4.166,8.331,1.516,3,0.092,2,65.060,0.000,0.000,140.362,8,0,15,0,15,0,26,1,0.001
"Molecule  2788",0,0,0,1,0,6,0,-2,353.334,3.242,604.019,40.658,235.955,327.407,0.000,1058.840,2.250,4.750,0.0099237,0.0117960,0.8317659,35.495,12.512,18.174,11.655,3.004,-4.498,-5.304,-4.008,14.519,-2.072,6.487,-4.139,8.160,1.679,3,0.101,2,65.332,0.000,0.000,140.281,8,0,15,0,15,0,26,1,0.001
"Molecule  2789",0,0,0,1,0,6,0,-2,333.346,5.673,605.898,30.121,212.521,363.256,0.000,1049.902,2.250,5.250,0.0306584,0.0129972,0.8245145,35.480,12.502,18.636,12.237,2.960,-5.369,-5.732,-4.296,24.219,-1.882,11.279,-3.581,8.343,0.955,2,-0.006,2,69.050,0.000,0.000,119.923,6,0,15,0,15,0,25,0,0.000
"Molecule  2790",0,0,0,0,0,4,2,-1,366.326,11.081,599.859,185.854,120.949,293.056,0.000,1055.235,0.000,7.000,0.1163567,0.0000000,0.8356327,36.307,10.920,17.314,9.991,2.277,-3.268,-4.804,-5.589,706.223,-0.832,339.683,-2.332,9.020,1.191,2,-0.361,3,91.266,0.000,0.000,101.473,7,0,20,0,20,0,27,0,0.919
"Molecule  2791",0,0,0,0,0,3,0,1,259.261,3.141,444.828,259.361,20.952,164.515,0.000,779.873,0.000,3.750,0.0126545,0.0000000,0.9211333,24.701,7.086,9.579,5.083,2.604,-2.195,-3.619,-3.593,6269.254,0.218,3597.874,-1.038,8.494,1.191,4,-0.249,3,100.000,0.000,0.000,44.907,5,0,13,0,13,0,19,0,151.664
"Molecule  2792",0,0,0,0,0,3,0,1,259.261,3.004,451.977,262.837,20.204,168.936,0.000,784.200,0.000,3.750,0.0115039,0.0000000,0.9099132,24.917,7.069,9.616,5.125,2.643,-2.330,-3.619,-3.795,6372.484,0.220,3661.951,-1.009,8.453,1.155,4,-0.236,3,100.000,0.000,0.000,44.214,5,0,13,0,13,0,19,0,118.784
"Molecule  2793",0,0,0,0,0,7,0,-2,346.336,5.728,573.071,247.015,153.967,172.089,0.000,1015.604,2.000,5.500,0.0323096,0.0135728,0.8526549,31.639,10.415,16.541,10.119,2.381,-3.611,-4.845,-4.737,343.427,-1.270,155.827,-3.079,8.777,0.920,7,0.017,3,86.271,0.000,0.000,108.963,7,0,16,0,16,2,25,1,0.071
"Molecule  2794",0,0,0,0,0,6,0,-2,316.310,1.985,543.163,163.499,163.077,216.587,0.000,943.313,2.000,4.750,0.0041760,0.0123674,0.8563913,29.813,10.108,15.254,9.893,2.210,-3.479,-4.525,-4.889,281.473,-1.281,125.677,-3.186,8.817,0.657,6,-0.002,3,83.725,0.000,0.000,99.794,6,0,16,0,16,2,23,0,0.068
"Molecule  2795",0,0,0,0,0,6,0,-2,316.310,2.647,548.292,183.955,172.196,192.141,0.000,951.988,2.000,4.750,0.0073617,0.0122517,0.8535737,29.927,10.074,15.336,9.801,2.170,-3.565,-4.525,-4.818,230.658,-1.374,101.343,-3.440,8.720,0.687,6,0.018,3,81.941,0.000,0.000,101.838,6,0,16,0,16,2,23,0,0.031
"Molecule  2796",0,0,0,0,0,7,0,-2,332.309,5.103,558.904,167.577,226.409,164.918,0.000,970.218,3.000,5.500,0.0268359,0.0170446,0.8480233,29.754,10.650,17.580,11.993,1.429,-3.288,-4.494,-4.778,70.610,-1.957,28.191,-4.439,8.696,0.662,7,-0.149,2,68.403,0.000,0.000,125.227,7,0,16,0,16,2,24,1,0.006
"Molecule  2797",0,0,0,0,0,8,0,-2,362.335,3.013,576.933,244.322,199.958,132.653,0.000,1038.821,3.000,6.250,0.0087401,0.0187636,0.8598053,31.550,10.930,18.207,12.155,1.733,-3.246,-4.813,-4.433,125.805,-1.722,52.629,-3.969,8.840,0.595,8,-0.118,2,74.671,0.000,0.000,128.225,8,0,16,0,16,2,26,1,0.022
"Molecule  2798",0,0,0,1,0,7,1,-2,327.336,4.034,611.833,207.180,137.360,267.293,0.000,1042.874,1.000,5.000,0.0156021,0.0081722,0.8128682,33.640,10.928,15.226,8.789,3.604,-4.469,-4.593,-4.027,125.002,-1.244,66.476,-2.437,8.873,0.760,3,0.019,3,85.581,0.000,0.000,95.539,6,0,12,0,12,0,24,0,0.041
"Molecule  2799",0,0,0,1,0,6,1,-2,283.283,2.919,548.239,18.441,191.551,338.247,0.000,917.149,2.000,4.250,0.0092885,0.0109631,0.8326997,29.928,10.820,15.351,10.434,2.681,-3.697,-3.945,-4.045,38.284,-1.640,18.501,-3.282,8.954,0.845,2,-0.166,3,70.979,0.000,0.000,103.399,5,0,12,0,12,0,21,0,0.030
"Molecule  2800",0,0,0,1,0,6,1,-2,283.283,7.460,559.266,27.208,210.652,321.405,0.000,928.287,3.000,5.250,0.0599445,0.0162593,0.8228769,30.213,11.146,18.176,12.926,2.050,-3.510,-3.542,-4.123,25.228,-1.872,11.787,-3.694,8.928,0.731,2,-0.357,2,64.041,0.000,0.000,108.725,5,0,12,0,12,0,21,0,0.018
"Molecule  2801",0,0,0,1,0,3,0,-2,302.283,3.068,537.110,150.277,155.953,230.879,0.000,913.261,2.000,5.000,0.0103055,0.0131650,0.8475499,30.673,9.828,15.828,10.835,2.509,-3.802,-4.165,-3.292,83.290,-1.065,42.863,-3.292,8.938,0.325,3,-0.155,3,76.012,0.000,0.000,93.850,6,0,16,0,16,2,22,0,0.024
"Molecule  2802",1,0,0,0,0,7,0,-2,429.428,7.583,734.349,142.715,177.150,414.484,0.000,1302.374,1.000,5.250,0.0441469,0.0071492,0.7853917,45.431,14.807,20.269,10.602,4.512,-6.558,-7.105,-6.981,207.009,-1.773,90.160,-2.652,8.999,1.665,4,0.822,1,94.814,0.000,0.000,105.158,7,0,22,0,22,1,32,1,0.000
"Molecule  2803",0,0,0,0,0,5,0,-2,438.454,7.145,709.583,131.766,162.320,384.397,31.100,1256.036,2.000,7.200,0.0406463,0.0143497,0.7934076,44.573,14.469,22.549,14.075,3.465,-5.847,-6.391,-6.708,286.170,-1.381,189.406,-2.677,8.691,1.659,8,0.379,3,91.204,0.000,0.000,112.641,8,0,22,0,22,2,31,2,0.001
"Molecule  2804",0,0,0,0,0,6,0,-2,421.467,7.327,680.202,156.068,139.822,364.256,20.056,1235.530,1.000,4.700,0.0434480,0.0069097,0.8186457,42.918,13.623,19.074,9.562,4.609,-6.046,-7.100,-6.204,467.701,-1.140,280.216,-2.237,8.969,1.426,7,0.808,3,100.000,0.000,0.000,80.398,6,0,22,0,22,2,30,2,0.002
"Molecule  2805",1,0,0,0,0,6,0,-2,435.494,11.444,732.046,188.442,130.425,391.406,21.773,1312.322,1.000,4.700,0.0997892,0.0064204,0.7918699,46.250,14.540,20.927,9.809,5.191,-6.987,-7.389,-6.766,574.219,-1.131,357.448,-1.968,8.856,1.094,8,1.009,1,93.766,0.000,0.000,77.862,6,1,22,0,22,2,31,2,0.000
"Molecule  2806",0,0,0,0,0,2,0,1,273.349,3.840,489.892,149.923,61.531,242.620,35.818,848.509,1.500,3.950,0.0173783,0.0098751,0.8847798,28.836,8.932,13.844,8.626,2.890,-3.648,-4.000,-4.553,2584.635,0.007,2169.274,-1.607,8.407,0.044,7,0.091,3,100.000,0.000,0.000,42.385,3,0,16,0,16,2,19,1,1.521
"Molecule  2807",0,0,0,0,1,4,0,-2,437.469,12.131,748.337,152.636,158.063,405.828,31.809,1296.486,2.000,5.950,0.1135045,0.0112444,0.7683868,47.039,15.077,23.682,14.597,3.632,-6.499,-6.212,-5.841,226.316,-1.384,211.299,-2.619,8.741,1.113,7,0.417,1,90.355,0.000,17.873,105.771,8,0,22,0,22,2,31,2,0.000
